,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura ambiente [C],Insolacion media [W/m2],Temp Ambiente [C]
165,2/06/2020,7:40,16.46,331.59,24.02,14.0155669295,225.23,14.0155669295
166,2/06/2020,7:45,15.9,298.51,26.51,14.6845072735,234.6618182,14.6845072735
167,2/06/2020,7:50,14.0,250.07,27.26,15.2047806795,245.9909091,15.2047806795
168,2/06/2020,7:55,14.45,258.08,27.3,13.92240852,253.1063636,13.92240852
169,2/06/2020,8:00,11.9,217.94,27.33,14.379777270000002,255.2945455,14.379777270000002
170,2/06/2020,8:05,15.3,277.35,26.93,14.80459602,253.2427273,14.80459602
171,2/06/2020,8:10,12.44,215.28,27.18,15.177792615,242.95,15.177792615
172,2/06/2020,8:15,13.91,243.66,26.73,15.0750306825,253.42,15.0750306825
173,2/06/2020,8:20,13.85,237.1,26.92,15.1564346625,262.7954545,15.1564346625
174,2/06/2020,8:25,13.97,234.07,26.68,15.344025,262.5927273,15.344025
175,2/06/2020,8:30,13.42,222.02,26.88,15.4381857975,261.2009091,15.4381857975
176,2/06/2020,8:35,12.98,218.37,26.38,15.5577034125,256.0672727,15.5577034125
177,2/06/2020,8:40,22.5,413.68,28.17,15.4999090875,259.9272727,15.4999090875
178,2/06/2020,8:45,20.22,353.2,31.29,15.601164202499998,256.4063636,15.601164202499998
179,2/06/2020,8:50,14.83,255.85,29.99,15.56414148,257.97,15.56414148
180,2/06/2020,8:55,11.76,202.63,28.29,15.637989202500002,261.1663636,15.637989202500002
181,2/06/2020,9:00,13.26,220.88,27.13,15.74176023,259.54,15.74176023
182,2/06/2020,9:05,15.58,257.74,27.5,15.8620278375,254.7336364,15.8620278375
183,2/06/2020,9:10,12.58,204.93,27.15,16.1312778375,233.3154545,16.1312778375
184,2/06/2020,9:15,15.22,254.3,26.85,16.05055227,218.2872727,16.05055227
185,2/06/2020,9:20,16.02,269.23,28.73,15.7746596625,216.8209091,15.7746596625
186,2/06/2020,9:25,12.54,204.13,27.91,15.40471023,233.7,15.40471023
187,2/06/2020,9:30,10.08,165.5,26.69,15.329394885,243.3681818,15.329394885
188,2/06/2020,9:35,11.09,178.08,25.64,15.3478943175,242.8018182,15.3478943175
189,2/06/2020,9:40,11.84,187.89,25.56,15.2391920475,249.3945455,15.2391920475
190,2/06/2020,9:45,14.69,239.72,25.5,15.1972619325,255.8572727,15.1972619325
191,2/06/2020,9:50,23.81,388.3,27.97,15.1009431825,263.4363636,15.1009431825
192,2/06/2020,9:55,19.88,327.23,28.95,15.019644885,272.5681818,15.019644885
193,2/06/2020,10:00,15.42,251.51,27.6,14.70073977,302.6418182,14.70073977
194,2/06/2020,10:05,16.72,277.45,27.55,14.3939454525,360.7563636,14.3939454525
195,2/06/2020,10:10,18.89,325.39,28.19,14.8950903375,386.3427273,14.8950903375
196,2/06/2020,10:15,20.62,352.6,29.61,15.415527270000002,406.5309091,15.415527270000002
197,2/06/2020,10:20,17.86,304.58,29.48,16.1593670475,396.0527273,16.1593670475
198,2/06/2020,10:25,28.24,496.31,31.11,16.5487619325,387.0572727,16.5487619325
199,2/06/2020,10:30,46.51,817.34,38.72,16.7076954525,383.4836364,16.7076954525
200,2/06/2020,10:35,27.34,469.34,40.65,16.5482625,402.3872727,16.5482625
201,2/06/2020,10:40,27.3,461.79,39.24,16.76009148,402.89363639999993,16.76009148
202,2/06/2020,10:45,16.67,273.04,35.71,16.8750068175,404.76,16.8750068175
203,2/06/2020,10:50,14.15,228.28,31.94,16.75183977,426.4672727,16.75183977
204,2/06/2020,10:55,13.27,212.2,28.85,17.335982385,409.3518182,17.335982385
205,2/06/2020,11:00,29.66,485.39,30.93,17.8853625,362.6490909,17.8853625
206,2/06/2020,11:05,20.03,330.96,31.45,17.561326702499994,350.0954545,17.561326702499994
207,2/06/2020,11:10,22.88,373.13,31.86,17.2930943175,339.0345455000001,17.2930943175
208,2/06/2020,11:15,32.28,543.36,34.24,16.9013232975,347.7154545,16.9013232975
209,2/06/2020,11:20,19.04,308.04,34.5,16.7864505675,358.1445455,16.7864505675
210,2/06/2020,11:25,19.1,303.61,32.65,16.88620227,367.9527273,16.88620227
211,2/06/2020,11:30,21.01,331.25,32.1,17.3070119325,355.0209091,17.3070119325
212,2/06/2020,11:35,20.95,340.12,31.96,17.43042273,347.4836364,17.43042273
213,2/06/2020,11:40,22.72,368.53,32.59,17.421848865,338.5109091,17.421848865
214,2/06/2020,11:45,21.47,343.0,33.41,17.5056306825,316.6636364,17.5056306825
